,Paper ID,Title,Author(s)
540,3887,Long-Term On-Board Prediction of People in Traffic Scenes Under Uncertainty,Apratim Bhattacharyya ; Mario Fritz ; Bernt Schiele 
541,5,Single-Shot Refinement Neural Network for Object Detection,Shifeng Zhang ; Longyin Wen ; Xiao Bian ; Zhen Lei ; Stan Z. Li 
542,7,Video Captioning via Hierarchical Reinforcement Learning,Xin Wang ; Wenhu Chen ; Jiawei Wu ; Yuan-Fang Wang ; William Yang Wang 
543,21,Tips and Tricks for Visual Question Answering: Learnings From the 2017 Challenge,Damien Teney ; Peter Anderson ; Xiaodong He ; Anton van den Hengel 
544,47,Learning to Segment Every Thing,Ronghang Hu ; Piotr DollÃ¡r ; Kaiming He ; Trevor Darrell ; Ross Girshick 
545,124,Self-Supervised Adversarial Hashing Networks for Cross-Modal Retrieval,Chao Li ; Cheng Deng ; Ning Li ; Wei Liu ; Xinbo Gao ; Dacheng Tao 
546,234,Parallel Attention: A Unified Framework for Visual Object Discovery Through Dialogs and Queries,Bohan Zhuang ; Qi Wu ; Chunhua Shen ; Ian Reid ; Anton van den Hengel 
547,397,Zigzag Learning for Weakly Supervised Object Detection,Xiaopeng Zhang ; Jiashi Feng ; Hongkai Xiong ; Qi Tian 
548,505,Attentive Fashion Grammar Network for Fashion Landmark Detection and Clothing Category Classification,Wenguan Wang ; Yuanlu Xu ; Jianbing Shen ; Song-Chun Zhu 
549,4099,Generalized Zero-Shot Learning via Synthesized Examples,Vinay Kumar Verma ; Gundeep Arora ; Ashish Mishra ; Piyush Rai 
550,4112,Partially Shared Multi-Task Convolutional Neural Network With Local Constraint for Face Attribute Learning,Jiajiong Cao ; Yingming Li ; Zhongfei Zhang 
551,4227,SYQ: Learning Symmetric Quantization for Efficient Deep Neural Networks,Julian Faraone ; Nicholas Fraser ; Michaela Blott ; Philip H.W. Leong 
552,83,DS*: Tighter Lifting-Free Convex Relaxations for Quadratic Matching Problems,Florian Bernard ; Christian Theobalt ; Michael Moeller 
553,304,Deep Mutual Learning,Ying Zhang ; Tao Xiang ; Timothy M. Hospedales ; Huchuan Lu 
554,588,Coupled End-to-End Transfer Learning With Generalized Fisher Information,Shixing Chen ; Caojin Zhang ; Ming Dong 
555,963,Residual Parameter Transfer for Deep Domain Adaptation,Artem Rozantsev ; Mathieu Salzmann ; Pascal Fua 
556,1126,High-Order Tensor Regularization With Application to Attribute Ranking,Kwang In Kim ; Juhyun Park ; James Tompkin 
557,1294,Learning to Localize Sound Source in Visual Scenes,Arda Senocak ; Tae-Hyun Oh ; Junsik Kim Hsuan Yang ; In So Kweon 
558,1296,Dynamic Few-Shot Visual Learning Without Forgetting,Spyros Gidaris ; Nikos Komodakis 
559,1716,Two-Step Quantization for Low-Bit Neural Networks,Peisong Wang ; Qinghao Hu ; Yifan Zhang ; Chunjie Zhang ; Yang Liu ; Jian Cheng 
560,1904,Improved Lossy Image Compression With Priming and Spatially Adaptive Bit Rates for Recurrent Networks,Nick Johnston ; Damien Vincent ; David Minnen ; Michele Covell ; Saurabh Singh ; Troy Chinen ; Sung Jin Hwang ; Joel Shor ; George Toderici 
561,2172,Conditional Probability Models for Deep Image Compression,Fabian Mentzer ; Eirikur Agustsson ; Michael Tschannen ; Radu Timofte ; Luc Van Gool 
562,2257,Deep Diffeomorphic Transformer Networks,Nicki Skafte Detlefsen ; Oren Freifeld ; SÃ¸ren Hauberg 
563,2291,The LovÃ¡Sz-Softmax Loss: A Tractable Surrogate for the Optimization of the Intersection-Over-Union Measure in Neural Networks,Maxim Berman ; Amal Rannen Triki ; Matthew B. Blaschko 
564,2387,Generative Adversarial Perturbations,Omid Poursaeed ; Isay Katsman ; Bicheng Gao ; Serge Belongie 
565,2742,Learning Strict Identity Mappings in Deep Residual Networks,Xin Yu ; Zhiding Yu ; Srikumar Ramalingam 
566,2844,Geometric Robustness of Deep Networks: Analysis and Improvement,Can Kanbak ; Seyed-Mohsen Moosavi-Dezfooli ; Pascal Frossard 
567,2859,View Extrapolation of Human Body From a Single Image,Hao Zhu ; Hao Su ; Peng Wang ; Xun Cao ; Ruigang Yang 
568,3057,Geometry Aware Constrained Optimization Techniques for Deep Learning,Soumava Kumar Roy ; Zakaria Mhammedi ; Mehrtash Harandi 
569,3164,PointNetVLAD: Deep Point Cloud Based Retrieval for Large-Scale Place Recognition,Mikaela Angelina Uy ; Gim Hee Lee 
570,3303,An Efficient and Provable Approach for Mixture Proportion Estimation Using Linear Independence Assumption,Xiyu Yu ; Tongliang Liu ; Mingming Gong ; Kayhan Batmanghelich ; Dacheng Tao 
571,3333,VoxelNet: End-to-End Learning for Point Cloud Based 3D Object Detection,Yin Zhou ; Oncel Tuzel 
572,3335,Image to Image Translation for Domain Adaptation,Zak Murez ; Soheil Kolouri ; David Kriegman ; Ravi Ramamoorthi ; Kyungnam Kim 
573,3427,MobileNetV2: Inverted Residuals and Linear Bottlenecks,Mark Sandler ; Andrew Howard ; Menglong Zhu ; Andrey Zhmoginov ; Liang-Chieh Chen 
574,3941,Im2Struct: Recovering 3D Shape Structure From a Single RGB Image,Chengjie Niu ; Jun Li ; Kai Xu 
575,4110,Trust Your Model: Light Field Depth Estimation With Inline Occlusion Handling,Hendrik Schilling ; Maximilian Diebold ; Carsten Rother ; Bernd JÃ¤hne 
576,67,Baseline Desensitizing in Translation Averaging,Bingbing Zhuang ; Loong-Fah Cheong ; Gim Hee Lee 
577,1573,Mining Point Cloud Local Structures by Kernel Correlation and Graph Pooling,Yiru Shen ; Chen Feng ; Yaoqing Yang ; Dong Tian 
578,1915,Large-Scale Point Cloud Semantic Segmentation With Superpoint Graphs,Loic Landrieu ; Martin Simonovsky 
579,2018,Very Large-Scale Global SfM by Distributed Motion Averaging,Siyu Zhu ; Runze Zhang ; Lei Zhou ; Tianwei Shen ; Tian Fang ; Ping Tan ; Long Quan 
580,2835,ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,Angela Dai ; Daniel Ritchie ; Martin Bokeloh ; Scott Reed ; JÃ¼rgen Sturm ; Matthias NieÃner 
581,3373,Solving the Perspective-2-Point Problem for Flying-Camera Photo Composition,Ziquan Lan ; David Hsu ; Gim Hee Lee 
582,1428,Reflection Removal for Large-Scale 3D Point Clouds,Jae-Seong Yun ; Jae-Young Sim 
583,100,Attentional ShapeContextNet for Point Cloud Recognition,Saining Xie ; Sainan Liu ; Zeyu Chen ; Zhuowen Tu 
584,2437,Geometry-Aware Deep Network for Single-Image Novel View Synthesis,Miaomiao Liu ; Xuming He ; Mathieu Salzmann 
585,2599,InverseFaceNet: Deep Monocular Inverse Face Rendering,Hyeongwoo Kim ; Michael ZollhÃ¶fer ; Ayush Tewari ; Justus Thies ; Christian Richardt ; Christian Theobalt 
586,2633,Sparse Photometric 3D Face Reconstruction Guided by Morphable Models,Xuan Cao ; Zhang Chen ; Anpei Chen ; Xin Chen ; Shiying Li ; Jingyi Yu 
587,3350,Texture Mapping for 3D Reconstruction With RGB-D Sensor,Yanping Fu ; Qingan Yan ; Long Yang ; Jie Liao ; Chunxia Xiao 
588,3599,Learning Less Is More - 6D Camera Localization via 3D Surface Regression,Eric Brachmann ; Carsten Rother 
589,1773,Feature Mapping for Learning Fast and Accurate 3D Pose Inference From Synthetic Images,Mahdi Rad ; Markus Oberweger ; Vincent Lepetit 
590,3630,Indoor RGB-D Compass From a Single Line and Plane,Pyojin Kim ; Brian Coltin ; H. Jin Kim 
591,2967,Geometry-Aware Network for Non-Rigid Shape Prediction From a Single View,Albert Pumarola ; Antonio Agudo ; Lorenzo Porzi ; Alberto Sanfeliu ; Vincent Lepetit ; Francesc Moreno-Noguer 
592,3026,Sim2Real Viewpoint Invariant Visual Servoing by Recurrent Control,Fereshteh Sadeghi ; Alexander Toshev ; Eric Jang ; Sergey Levine 
593,3349,DocUNet: Document Image Unwarping via a Stacked U-Net,Ke Ma ; Zhixin Shu ; Xue Bai ; Jue Wang ; Dimitris Samaras 
594,3882,Analysis of Hand Segmentation in the Wild,Aisha Urooj ; Ali Borji 
595,4023,RoadTracer: Automatic Extraction of Road Networks From Aerial Images,Favyen Bastani ; Songtao He ; Sofiane Abbar ; Mohammad Alizadeh ; Hari Balakrishnan ; Sanjay Chawla ; Sam Madden ; David DeWitt 
596,4286,Alternating-Stereo VINS: Observability Analysis and Performance Evaluation,Mrinal K. Paul ; Stergios I. Roumeliotis 
597,310,Soccer on Your Tabletop,Konstantinos Rematas ; Ira Kemelmacher-Shlizerman ; Brian Curless ; Steve Seitz 
598,1113,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,Changha Shin ; Hae-Gon Jeon ; Youngjin Yoon ; In So Kweon ; Seon Joo Kim 
599,2391,A Hybrid l1-l0 Layer Decomposition Model for Tone Mapping,Zhetong Liang ; Jun Xu ; David Zhang ; Zisheng Cao ; Lei Zhang 
600,2738,Deeply Learned Filter Response Functions for Hyperspectral Reconstruction,Shijie Nie ; Lin Gu ; Yinqiang Zheng ; Antony Lam ; Nobutaka Ono ; Imari Sato 
601,1815,CRRN: Multi-Scale Guided Concurrent Reflection Removal Network,Renjie Wan ; Boxin Shi ; Ling-Yu Duan ; Ah-Hwee Tan ; Alex C. Kot 
602,1058,Single Image Reflection Separation With Perceptual Losses,Xuaner Zhang ; Ren Ng ; Qifeng Chen 
603,3871,A Robust Method for Strong Rolling Shutter Effects Correction Using Lines With Automatic Feature Selection,Yizhen Lao ; Omar Ait-Aider 
604,3375,Time-Resolved Light Transport Decomposition for Thermal Photometric Stereo,Kenichiro Tanaka ; Nobuhiro Ikeya ; Tsuyoshi Takatani ; Hiroyuki Kubo ; Takuya Funatomi ; Yasuhiro Mukaigawa 
605,1439,Efficient Diverse Ensemble for Discriminative Co-Tracking,Kourosh Meshgi ; Shigeyuki Oba ; Shin Ishii 
606,1949,Rolling Shutter and Radial Distortion Are Features for High Frame Rate Multi-Camera Tracking,Akash Bapat ; True Price ; Jan-Michael Frahm 
607,3980,A Twofold Siamese Network for Real-Time Object Tracking,Anfeng He ; Chong Luo ; Xinmei Tian ; Wenjun Zeng 
608,255,Multi-Cue Correlation Filters for Robust Visual Tracking,Ning Wang ; Wengang Zhou ; Qi Tian ; Richang Hong ; Meng Wang ; Houqiang Li 
609,678,Learning Attentions: Residual Attentional Siamese Network for High Performance Online Visual Tracking,Qiang Wang ; Zhu Teng ; Junliang Xing ; Jin Gao ; Weiming Hu ; Stephen Maybank 
610,1304,SINT++: Robust Visual Tracking via Adversarial Positive Instance Generation,Xiao Wang ; Chenglong Li ; Bin Luo ; Jin Tang 
611,2129,High-Speed Tracking With Multi-Kernel Correlation Filters,Ming Tang ; Bin Yu ; Fan Zhang ; Jinqiao Wang 
612,3285,Occlusion Aware Unsupervised Learning of Optical Flow,Yang Wang ; Yi Yang ; Zhenheng Yang ; Liang Zhao ; Peng Wang ; Wei Xu 
613,353,Revisiting Video Saliency: A Large-Scale Benchmark and a New Model,Wenguan Wang ; Jianbing Shen ; Fang Guo ; Ming-Ming Cheng ; Ali Borji 
614,1353,Learning Spatial-Temporal Regularized Correlation Filters for Visual Tracking,Feng Li ; Cheng Tian ; Wangmeng Zuo ; Lei Zhang ; Ming-Hsuan Yang 
615,2636,Multimodal Visual Concept Learning With Weakly Supervised Techniques,Giorgos Bouritsas ; Petros Koutras ; Athanasia Zlatintsi ; Petros Maragos 
616,3028,Efficient Large-Scale Approximate Nearest Neighbor Search on OpenCL FPGA,Jialiang Zhang ; Soroosh Khoram ; Jing Li 
617,3112,Learning a Complete Image Indexing Pipeline,Himalaya Jain ; Joaquin Zepeda ; Patrick PÃ©rez ; RÃ©mi Gribonval 
618,3279,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning,David Mascharka ; Philip Tran ; Ryan Soklaski ; Arjun Majumdar 
619,3295,Fooling Vision and Language Models Despite Localization and Attention Mechanism,Xiaojun Xu ; Xinyun Chen ; Chang Liu ; Anna Rohrbach ; Trevor Darrell ; Dawn Song 
620,3576,Categorizing Concepts With Basic Level for Vision-to-Language,Hanzhang Wang ; Hanli Wang ; Kaisheng Xu 
621,112,Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,Aishwarya Agrawal ; Dhruv Batra ; Devi Parikh ; Aniruddha Kembhavi 
622,420,Learning Pixel-Level Semantic Affinity With Image-Level Supervision for Weakly Supervised Semantic Segmentation,Jiwoon Ahn ; Suha Kwak 
623,733,From Lifestyle Vlogs to Everyday Interactions,David F. Fouhey ; Wei-cheng Kuo ; Alexei A. Efros ; Jitendra Malik 
624,1164,Cross-Domain Weakly-Supervised Object Detection Through Progressive Domain Adaptation,Naoto Inoue ; Ryosuke Furuta ; Toshihiko Yamasaki ; Kiyoharu Aizawa 
625,1282,RotationNet: Joint Object Categorization and Pose Estimation Using Multiviews From Unsupervised Viewpoints,Asako Kanezaki ; Yasuyuki Matsushita ; Yoshifumi Nishida 
626,1390,An End-to-End TextSpotter With Explicit Alignment and Attention,Tong He ; Zhi Tian ; Weilin Huang ; Chunhua Shen ; Yu Qiao ; Changming Sun 
627,1562,WILDTRACK: A Multi-Camera HD Dataset for Dense Unscripted Pedestrian Detection,Tatjana Chavdarova ; Pierre BaquÃ© ; StÃ©phane Bouquet ; Andrii Maksai ; Cijo Jose ; Timur Bagautdinov ; Louis Lettry ; Pascal Fua ; Luc Van Gool ; FranÃ§ois Fleuret 
628,1607,Direct Shape Regression Networks for End-to-End Face Alignment,Xin Miao ; Xiantong Zhen ; Xianglong Liu ; Cheng Deng ; Vassilis Athitsos ; Heng Huang 
629,1817,Natural and Effective Obfuscation by Head Inpainting,Qianru Sun ; Liqian Ma ; Seong Joon Oh ; Luc Van Gool ; Bernt Schiele ; Mario Fritz 
630,2111,3D Semantic Trajectory Reconstruction From 3D Pixel Continuum,Jae Shin Yoon ; Ziwei Li ; Hyun Soo Park 
631,2519,Optimizing Filter Size in Convolutional Neural Networks for Facial Action Unit Recognition,Shizhong Han ; Zibo Meng ; Zhiyuan Li ; James O'Reilly ; Jie Cai ; Xiaofeng Wang ; Yan Tong 
632,2548,V2V-PoseNet: Voxel-to-Voxel Prediction Network for Accurate 3D Hand and Human Pose Estimation From a Single Depth Map,Gyeongsik Moon ; Ju Yong Chang ; Kyoung Mu Lee 
633,2833,Ring Loss: Convex Feature Normalization for Face Recognition,Yutong Zheng ; Dipan K. Pal ; Marios Savvides 
634,2864,Adversarially Occluded Samples for Person Re-Identification,Houjing Huang ; Dangwei Li ; Zhang Zhang ; Xiaotang Chen ; Kaiqi Huang 
635,2896,Classifier Learning With Prior Probabilities for Facial Action Unit Recognition,Yong Zhang ; Weiming Dong ; Bao-Gang Hu ; Qiang Ji 
636,3299,4DFAB: A Large Scale 4D Database for Facial Expression Analysis and Biometric Applications,Shiyang Cheng ; Irene Kotsia ; Maja Pantic ; Stefanos Zafeiriou 
637,3468,Seeing Small Faces From Robust Anchor's Perspective,Chenchen Zhu ; Ran Tao ; Khoa Luu ; Marios Savvides 
638,131,2D/3D Pose Estimation and Action Recognition Using Multitask Deep Learning,Diogo C. Luvizon ; David Picard ; Hedi Tabia 
639,671,Dense 3D Regression for Hand Pose Estimation,Chengde Wan ; Thomas Probst ; Luc Van Gool ; Angela Yao 
640,954,Camera Style Adaptation for Person Re-Identification,Zhun Zhong ; Liang Zheng ; Zhedong Zheng ; Shaozi Li ; Yi Yang 
641,1022,PoseTrack: A Benchmark for Human Pose Estimation and Tracking,Mykhaylo Andriluka ; Umar Iqbal ; Eldar Insafutdinov ; Leonid Pishchulin ; Anton Milan ; Juergen Gall ; Bernt Schiele 
642,1290,Exploit the Unknown Gradually: One-Shot Video-Based Person Re-Identification by Stepwise Learning,Yu Wu ; Yutian Lin ; Xuanyi Dong ; Yan Yan ; Wanli Ouyang ; Yi Yang 
643,2152,Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,Kaidi Cao ; Yu Rong ; Cheng Li ; Xiaoou Tang ; Chen Change Loy 
644,2735,DecideNet: Counting Varying Density Crowds Through Attention Guided Detection and Density Estimation,Jiang Liu ; Chenqiang Gao ; Deyu Meng ; Alexander G. Hauptmann 
645,2798,LSTM Pose Machines,Yue Luo ; Jimmy Ren ; Zhouxia Wang ; Wenxiu Sun ; Jinshan Pan ; Jianbo Liu ; Jiahao Pang ; Liang Lin 
646,2852,Disentangling Features in 3D Face Shapes for Joint Face Reconstruction and Recognition,Feng Liu ; Ronghang Zhu ; Dan Zeng ; Qijun Zhao ; Xiaoming Liu 
647,3362,Convolutional Sequence to Sequence Model for Human Dynamics,Chen Li ; Zhen Zhang ; Wee Sun Lee ; Gim Hee Lee 
648,3470,Gesture Recognition: Focus on the Hands,Pradyumna Narayana ; Ross Beveridge ; Bruce A. Draper 
649,862,Crowd Counting via Adversarial Cross-Scale Consistency Pursuit,Zan Shen ; Yi Xu ; Bingbing Ni ; Minsi Wang ; Jianguo Hu ; Xiaokang Yang 
650,1343,3D Human Pose Estimation in the Wild by Adversarial Learning,Wei Yang ; Wanli Ouyang ; Xiaolong Wang ; Jimmy Ren ; Hongsheng Li ; Xiaogang Wang 
651,1797,CosFace: Large Margin Cosine Loss for Deep Face Recognition,Hao Wang ; Yitong Wang ; Zheng Zhou ; Xing Ji ; Dihong Gong ; Jingchao Zhou ; Zhifeng Li ; Wei Liu 
652,2136,Encoding Crowd Interaction With Deep Neural Network for Pedestrian Trajectory Prediction,Yanyu Xu ; Zhixin Piao ; Shenghua Gao 
653,2139,Mean-Variance Loss for Deep Age Estimation From a Face,Hongyu Pan ; Hu Han ; Shiguang Shan ; Xilin Chen 
654,3236,Probabilistic Joint Face-Skull Modelling for Facial Reconstruction,Dennis Madsen ; Marcel LÃ¼thi ; Andreas Schneider ; Thomas Vetter 
655,3795,Learning Latent Super-Events to Detect Multiple Activities in Videos,AJ Piergiovanni ; Michael S. Ryoo 
656,1664,Temporal Hallucinating for Action Recognition With Few Still Images,Yali Wang ; Lei Zhou ; Yu Qiao 
657,1736,Deep Progressive Reinforcement Learning for Skeleton-Based Action Recognition,Yansong Tang ; Yi Tian ; Jiwen Lu ; Peiyang Li ; Jie Zhou 
658,2529,Gaze Prediction in Dynamic 360Â° Immersive Videos,Yanyu Xu ; Yanbing Dong ; Junru Wu ; Zhengzhong Sun ; Zhiru Shi ; Jingyi Yu ; Shenghua Gao 
659,1549,When Will You Do What? - Anticipating Temporal Occurrences of Activities,Yazan Abu Farha ; Alexander Richard ; Juergen Gall 
660,1679,Fusing Crowd Density Maps and Visual Object Trackers for People Tracking in Crowd Scenes,Weihong Ren ; Di Kang ; Yandong Tang ; Antoni B. Chan 
661,460,Dual Attention Matching Network for Context-Aware Feature Sequence Based Person Re-Identification,Jianlou Si ; Honggang Zhang ; Chun-Guang Li ; Jason Kuen ; Xiangfei Kong ; Alex C. Kot ; Gang Wang 
662,517,Easy Identification From Better Constraints: Multi-Shot Person Re-Identification From Reference Constraints,Jiahuan Zhou ; Bing Su ; Ying Wu 
663,1378,Crowd Counting With Deep Negative Correlation Learning,Zenglin Shi ; Le Zhang ; Yun Liu ; Xiaofeng Cao ; Yangdong Ye ; Ming-Ming Cheng ; Guoyan Zheng 
664,2231,Human Appearance Transfer,Mihai Zanfir ; Alin-Ionut Popa ; Andrei Zanfir ; Cristian Sminchisescu 
665,2932,Domain Generalization With Adversarial Feature Learning,Haoliang Li ; Sinno Jialin Pan ; Shiqi Wang ; Alex C. Kot 
666,2959,Pyramid Stereo Matching Network,Jia-Ren Chang ; Yong-Sheng Chen 
667,2970,Event-Based Vision Meets Deep Learning on Steering Prediction for Self-Driving Cars,Ana I. Maqueda ; Antonio Loquercio ; Guillermo Gallego ; Narciso GarcÃ­a ; Davide Scaramuzza 
668,3010,Learning Answer Embeddings for Visual Question Answering,Hexiang Hu ; Wei-Lun Chao ; Fei Sha 
669,3063,Good View Hunting: Learning Photo Composition From Dense View Pairs,Zijun Wei ; Jianming Zhang ; Xiaohui Shen ; Zhe Lin ; RadomÃ­r Mech ; Minh Hoai ; Dimitris Samaras 
670,3435,CleanNet: Transfer Learning for Scalable Image Classifier Training With Label Noise,Kuang-Huei Lee ; Xiaodong He ; Lei Zhang ; Linjun Yang 
671,3436,Independently Recurrent Neural Network (IndRNN): Building a Longer and Deeper RNN,Shuai Li ; Wanqing Li ; Chris Cook ; Ce Zhu ; Yanbo Gao 
672,3617,Mix and Match Networks: Encoder-Decoder Alignment for Zero-Pair Image Translation,Yaxing Wang ; Joost van de Weijer ; Luis Herranz 
673,3702,Structured Uncertainty Prediction Networks,Garoe Dorta ; Sara Vicente ; Lourdes Agapito ; Neill D. F. Campbell ; Ivor Simpson 
674,3905,Between-Class Learning for Image Classification,Yuji Tokozume ; Yoshitaka Ushiku ; Tatsuya Harada 
675,3995,Adversarial Feature Augmentation for Unsupervised Domain Adaptation,Riccardo Volpi ; Pietro Morerio ; Silvio Savarese ; Vittorio Murino 
676,456,Generative Image Inpainting With Contextual Attention,Jiahui Yu ; Zhe Lin ; Jimei Yang ; Xiaohui Shen ; Xin Lu ; Thomas S. Huang 
677,561,CSGNet: Neural Shape Parser for Constructive Solid Geometry,Gopal Sharma ; Rishabh Goyal ; Difan Liu ; Evangelos Kalogerakis ; Subhransu Maji 
678,2225,Conditional Image-to-Image Translation,Jianxin Lin ; Yingce Xia ; Tao Qin ; Zhibo Chen ; Tie-Yan Liu 
679,2695,Continuous Relaxation of MAP Inference: A Nonconvex Perspective,D. KhuÃª LÃª-Huu ; Nikos Paragios 
680,2709,Feature Generating Networks for Zero-Shot Learning,Yongqin Xian ; Tobias Lorenz ; Bernt Schiele ; Zeynep Akata 
681,3107,Joint Optimization Framework for Learning With Noisy Labels,Daiki Tanaka ; Daiki Ikami ; Toshihiko Yamasaki ; Kiyoharu Aizawa 
682,3325,Convolutional Image Captioning,Jyoti Aneja ; Aditya Deshpande ; Alexander G. Schwing 
683,3580,AON: Towards Arbitrarily-Oriented Text Recognition,Zhanzhan Cheng ; Yangliu Xu ; Fan Bai ; Yi Niu ; Shiliang Pu ; Shuigeng Zhou 
684,3903,Wrapped Gaussian Process Regression on Riemannian Manifolds,Anton Mallasto ; Aasa Feragen 
685,2368,Geometry Guided Convolutional Neural Networks for Self-Supervised Video Representation Learning,Chuang Gan ; Boqing Gong ; Kun Liu ; Hao Su ; Leonidas J. Guibas 
686,2604,DiverseNet: When One Right Answer Is Not Enough,Michael Firman ; Neill D. F. Campbell ; Lourdes Agapito ; Gabriel J. Brostow 
687,2744,Deep Face Detector Adaptation Without Negative Transfer or Catastrophic Forgetting,Muhammad Abdullah Jamal ; Haoxiang Li ; Boqing Gong 
688,3073,Analyzing Filters Toward Efficient ConvNet,Takumi Kobayashi 
689,3220,Regularizing Deep Networks by Modeling and Predicting Label Structure,Mohammadreza Mostajabi ; Michael Maire ; Gregory Shakhnarovich 
690,573,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs,Samuel Rota BulÃ² ; Lorenzo Porzi ; Peter Kontschieder 
691,2040,DVQA: Understanding Data Visualizations via Question Answering,Kushal Kafle ; Brian Price ; Scott Cohen ; Christopher Kanan 
692,1877,DA-GAN: Instance-Level Image Translation by Deep Attention Generative Adversarial Networks,Shuang Ma ; Jianlong Fu ; Chang Wen Chen ; Tao Mei 
693,1244,Unsupervised Learning of Depth and Ego-Motion From Monocular Video Using 3D Geometric Constraints,Reza Mahjourian ; Martin Wicke ; Anelia Angelova 
694,1699,FOTS: Fast Oriented Text Spotting With a Unified Network,Xuebo Liu ; Ding Liang ; Shi Yan ; Dagui Chen ; Yu Qiao ; Junjie Yan 
695,2499,Mobile Video Object Detection With Temporally-Aware Feature Maps,Mason Liu ; Menglong Zhu 
696,2697,Weakly Supervised Phrase Localization With Multi-Scale Anchored Transformer Network,Fang Zhao ; Jianshu Li ; Jian Zhao ; Jiashi Feng 
697,2730,Revisiting Oxford and Paris: Large-Scale Image Retrieval Benchmarking,Filip RadenoviÄ ; Ahmet Iscen ; Giorgos Tolias ; Yannis Avrithis ; OndÅej Chum 
698,4249,Cross-Dataset Adaptation for Visual Question Answering,Wei-Lun Chao ; Hexiang Hu ; Fei Sha 
699,2048,Globally Optimal Inlier Set Maximization for Atlanta Frame Estimation,Kyungdon Joo ; Tae-Hyun Oh ; In So Kweon ; Jean-Charles Bazin 
700,2064,End-to-End Convolutional Semantic Embeddings,Quanzeng You ; Zhengyou Zhang ; Jiebo Luo 
701,2788,Referring Image Segmentation via Recurrent Refinement Networks,Ruiyu Li ; Kaican Li ; Yi-Chun Kuo ; Michelle Shu ; Xiaojuan Qi ; Xiaoyong Shen ; Jiaya Jia 
702,3495,Two Can Play This Game: Visual Dialog With Discriminative Question Generation and Answering,Unnat Jain ; Svetlana Lazebnik ; Alexander G. Schwing 
703,289,Generative Adversarial Learning Towards Fast Weakly Supervised Detection,Yunhan Shen ; Rongrong Ji ; Shengchuan Zhang ; Wangmeng Zuo ; Yan Wang 
704,3244,A Deeper Look at Power Normalizations,Piotr Koniusz ; Hongguang Zhang ; Fatih Porikli 
705,1746,Dimensionality's Blessing: Clustering Images by Underlying Distribution,Wen-Yan Lin ; Siying Liu ; Jian-Huang Lai ; Yasuyuki Matsushita 
706,1989,Eliminating Background-Bias for Robust Person Re-Identification,Maoqing Tian ; Shuai Yi ; Hongsheng Li ; Shihua Li ; Xuesen Zhang ; Jianping Shi ; Junjie Yan ; Xiaogang Wang 
707,1501,Learning to Evaluate Image Captioning,Yin Cui ; Guandao Yang ; Andreas Veit ; Xun Huang ; Serge Belongie 
708,246,Single-Shot Object Detection With Enriched Semantics,Zhishuai Zhang ; Siyuan Qiao ; Cihang Xie ; Wei Shen ; Bo Wang ; Alan L. Yuille 
709,1162,Low-Shot Learning With Imprinted Weights,Hang Qi ; Matthew Brown ; David G. Lowe 
710,4272,Neural Motifs: Scene Graph Parsing With Global Context,Rowan Zellers ; Mark Yatskar ; Sam Thomson ; Yejin Choi 
711,2701,Variational Autoencoders for Deforming 3D Mesh Models,Qingyang Tan ; Lin Gao ; Yu-Kun Lai ; Shihong Xia 
712,4001,Fast Monte-Carlo Localization on Aerial Vehicles Using Approximate Continuous Belief Representations,Aditya Dhawale ; Kumar Shaurya Shankar ; Nathan Michael 
713,936,DeLS-3D: Deep Localization and Segmentation With a 3D Semantic Map,Peng Wang ; Ruigang Yang ; Binbin Cao ; Wei Xu ; Yuanqing Lin 
714,1645,LiDAR-Video Driving Dataset: Learning Driving Policies Effectively,Yiping Chen ; Jingkang Wang ; Jonathan Li ; Cewu Lu ; Zhipeng Luo ; Han Xue ; Cheng Wang 
715,2998,Logo Synthesis and Manipulation With Clustered Generative Adversarial Networks,Alexander Sage ; Eirikur Agustsson ; Radu Timofte ; Luc Van Gool 
716,2236,Egocentric Basketball Motion Planning From a Single First-Person Image,Gedas Bertasius ; Aaron Chan ; Jianbo Shi 
717,116,Human-Centric Indoor Scene Synthesis Using Stochastic Grammar,Siyuan Qi ; Yixin Zhu ; Siyuan Huang ; Chenfanfu Jiang ; Song-Chun Zhu 
718,962,Rotation-Sensitive Regression for Oriented Scene Text Detection,Minghui Liao ; Zhen Zhu ; Baoguang Shi ; Gui-song Xia ; Xiang Bai 
719,252,Separating Self-Expression and Visual Content in Hashtag Supervision,Andreas Veit ; Maximilian Nickel ; Serge Belongie ; Laurens van der Maaten 
720,1056,Distort-and-Recover: Color Enhancement Using Deep Reinforcement Learning,Jongchan Park ; Joon-Young Lee ; Donggeun Yoo ; In So Kweon 
721,999,Im2Flow: Motion Hallucination From Static Images for Action Recognition,Ruohan Gao ; Bo Xiong ; Kristen Grauman 
